Symbol,Company Name,Sector/Index,Industry,Last Close Price ($),Fear & Greed Heatmap Value,Current Signal Status,Signal Start Date,Overlay,Overlay Start Date,30-Day Avg Volume,OVTLYR Signal Return (%),Capital Efficiency,Price Change,Fear & Greed Heatmap Direction,OC Channel,Unusual News Activity (UNA),Top Mentions Today (TMT),Ovtlyr Nine,Sector Relative Greed,Partial Data Stocks,Signal Type
"DNOW","DNOW Inc. Common Stock","Industrials","Industrial Distribution","15.54","90.77","Sell","Aug 21, 2026","Uptrend","Jul 30, 2026","2549099","-100.52","0.1","-0.45","Moving Down","","",,="3/9","<1","false","Swing"
"EQH","Equitable Holdings, Inc. Common Stock","Financials","Asset Management","48.75","86.2","Sell","Aug 21, 2026","Uptrend","Jun 11, 2026","2740764.77","-50.3","0.17","-2.42","Moving Down","","",,="3/9","<1","false","Swing"
"EXE","Expand Energy Corporation Common Stock","Energy","Oil & Gas E&P","96.07","64.7","Buy","Aug 21, 2026","Uptrend","Aug 06, 2026","3332942.37","-19.25","0.19","0.04","Moving Up","","",,="7/9","<1","false","Swing"
"FCEL","FuelCell Energy, Inc. Common Stock","Industrials","Electrical Equipment & Parts","18.36","59.13","Sell","Aug 21, 2026","Downtrend","Aug 19, 2026","9575536.57","-45.08","5.53","-9.56","Moving Up","","",,="3/9","<1","false","Swing"
"FIBK","First Interstate BancSystem, Inc. Common Stock (DE)","Financials","Banks - Regional","37.81","58.29","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","1172299.33","-28.34","0.13","-0.08","Moving Down","","",,="2/9","<1","false","Swing"
"GIL","Gildan Activewear, Inc. Class A Sub. Vot. Common Stock","Discretionary","Apparel Manufacturing","55.45","79.85","Sell","Aug 21, 2026","Uptrend","Aug 03, 2026","1332972.37","91.24","3.04","-2.77","Moving Down","","",,="3/9","<1","false","Swing"
"GPC","Genuine Parts Company Common Stock","Discretionary","Auto Parts","132.92","92.84","Sell","Aug 21, 2026","Uptrend","Jun 12, 2026","1482590.07","-18.31","0.26","-1.2","Moving Down","","",,="3/9","<1","false","Swing"
"HBAN","Huntington Bancshares Incorporated Common Stock","Financials","Banks - Regional","17.01","53.3","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","24827215.43","50.05","6.48","-0.93","Moving Down","","",,="2/9","<1","false","Swing"
"HCA","HCA Healthcare, Inc. Common Stock","Health Care","Medical Care Facilities","406.27","49.74","Sell","Aug 21, 2026","Uptrend","Jul 31, 2026","1558738.3","89.06","1.35","-0.19","Moving Down","","",,="5/9","<1","false","Swing"
"HPE","Hewlett Packard Enterprise Company Common Stock","Technology","Communication Equipment","52.89","81.77","Sell","Aug 21, 2026","Uptrend","Jul 09, 2026","16531456.2","393.73","2.56","-0.45","Moving Down","","Positive",,="3/9","<1","false","Swing"
"HSIC","Henry Schein, Inc. Common Stock","Health Care","Medical Distribution","88.46","74.19","Sell","Aug 21, 2026","Uptrend","May 27, 2026","1288591.37","-37.23","0.15","-0.93","Moving Down","","",,="5/9","<1","false","Swing"
"HTGC","Hercules Capital, Inc. Common Stock","Financials","Asset Management","17.03","84.76","Buy","Aug 21, 2026","Uptrend","Jul 27, 2026","1566345.33","241.58","6.96","0.77","Moving Up","","",,="5/9","<1","false","Swing"
"INCY","Incyte Corp. Common Stock","Health Care","Biotechnology","127.22","66.58","Buy","Aug 21, 2026","Uptrend","Jun 22, 2026","1735631.07","50.68","3.26","-0.97","Moving Up","","",,="7/9","<1","false","Swing"
"INVH","Invitation Homes Inc. Common Stock","Real Estate","REIT - Residential","30.27","71.86","Buy","Aug 21, 2026","Uptrend","Aug 19, 2026","3868959.9","-49.95","1.76","0.23","Moving Up","","",,="6/9","<1","false","Swing"
"IONS","Ionis Pharmaceuticals, Inc. Common Stock","Health Care","Biotechnology","58.76","20.45","Buy","Aug 21, 2026","Neutral","Aug 20, 2026","3272562.77","-52.71","0.2","-3.36","Moving Up","","",,="6/9","<1","false","Swing"
"IVZ","Invesco Ltd Common Stock","Financials","Asset Management","31.36","80.88","Sell","Aug 21, 2026","Uptrend","Jul 30, 2026","4893136.83","114.38","3.84","-2.64","Moving Down","","",,="3/9","<1","false","Swing"
"JBL","Jabil Inc. Common Stock","Technology","Electronic Components","316.65","77.82","Sell","Aug 21, 2026","Neutral","Aug 18, 2026","1049015.93","250.16","0.97","-1.9","Moving Down","","",,="2/9","<1","false","Swing"
"JCI","Johnson Controls International plc Ordinary Share","Industrials","Building Products & Equipment","143.16","72.23","Sell","Aug 21, 2026","Neutral","Aug 19, 2026","3376672.43","224.65","2.3","-1.23","Moving Down","","",,="2/9","<1","false","Swing"
"KBR","KBR, Inc. Common Stock","Industrials","Engineering & Construction","37.9","76.89","Sell","Aug 21, 2026","Uptrend","Jul 31, 2026","1568222.7","-167.28","0.05","-0.18","Moving Down","","",,="2/9","<1","false","Swing"
"KDP","Keurig Dr Pepper Inc. Common Stock","Staples","Beverages - Non-Alcoholic","31.66","65.21","Buy","Aug 21, 2026","Uptrend","Aug 20, 2026","12097456.53","-104.08","0.07","1.93","Moving Up","","",,="4/9","<1","false","Swing"
"KEYS","Keysight Technologies Inc. Common Stock","Technology","Scientific & Technical Instruments","316.51","69.28","Sell","Aug 21, 2026","Neutral","Aug 19, 2026","1324975.27","33.34","0.41","-0.92","Moving Down","","",,="2/9","<1","false","Swing"
"KKR","KKR & Co. Inc. Common Stock","Financials","Asset Management","107.02","74.94","Sell","Aug 21, 2026","Uptrend","Jul 24, 2026","4621462.07","219.8","2.13","-3.11","Moving Down","","",,="3/9","<1","false","Swing"
"LAZ","Lazard, Inc. Common Stock","Financials","Capital Markets","42.77","71.2","Sell","Aug 21, 2026","Neutral","Aug 20, 2026","1694084.07","-98.96","0.03","-5.4","Moving Down","","",,="2/9","<1","false","Swing"
"LMT","Lockheed Martin Corporation Common Stock","Industrials","Aerospace & Defense","571.48","76.75","Sell","Aug 21, 2026","Uptrend","Jul 23, 2026","1132114.13","-5.12","0.29","-3","Moving Down","","",,="3/9","<1","false","Swing"
"LUNR","Intuitive Machines, Inc. Class A Common Stock","Industrials","Aerospace & Defense","17.93","53.05","Sell","Aug 21, 2026","Neutral","Aug 20, 2026","10509325.47","-130.76","0.22","-3.19","Moving Down","","",,="2/9","<1","false","Swing"
"MFG","Mizuho Financial Group, Inc. Sponosred ADR (Japan)","Financials","Banks - Regional","10.13","69.44","Sell","Aug 21, 2026","Neutral","Aug 19, 2026","3613780.73","71.35","0.81","-0.1","Moving Down","","",,="2/9","<1","false","Swing"
"MNDY","monday.com Ltd. Ordinary Shares","Technology","Software - Application","91.3","76.04","Buy","Aug 21, 2026","Uptrend","Jul 28, 2026","1603373.27","22.35","5.69","0.32","Moving Up","","Positive",,="4/9","<1","false","Swing"
"MP","MP Materials Corp. Common Stock","Materials","Other Industrial Metals & Mining","55.04","47.46","Sell","Aug 21, 2026","Uptrend","Aug 10, 2026","6462785.5","48.52","1.92","-2.89","Moving Down","","",,="4/9","<1","false","Swing"
"MS","Morgan Stanley Common Stock","Financials","Capital Markets","207.45","56.32","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","5355382.4","162.99","1.36","-3.16","Moving Down","","",,="2/9","<1","false","Swing"
"MSFT","Microsoft Corporation Common Stock","Technology","Software - Infrastructure","481.15","94.21","Sell","Aug 21, 2026","Uptrend","Jul 30, 2026","33817457.1","116.68","1.51","-0.65","Moving Down","","",,="3/9","<1","false","Swing"
"MSTR","Strategy Inc Common Stock Class A","Technology","Software - Application","112.39","39.33","Buy","Aug 21, 2026","Uptrend","Aug 20, 2026","17628145.3","2337.19","10.34","7.81","Moving Up","","Positive","true",="5/9","<1","false","Swing"
"MTCH","Match Group, Inc. Common Stock","Communication","Internet Content & Information","40.35","59.28","Buy","Aug 21, 2026","Uptrend","Aug 20, 2026","2976035.27","-50.82","6.66","1.64","Moving Up","","",,="4/9","<1","false","Swing"
"MTSI","MACOM Technology Solutions Holdings, Inc. Common Stock","Technology","Semiconductors","266.18","67.5","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","1444844.43","241.34","0.68","-1.41","Moving Down","","",,="2/9","<1","false","Swing"
"MXL","MaxLinear, Inc. Common Stock","Technology","Semiconductors","65.28","54.68","Sell","Aug 21, 2026","Downtrend","Aug 18, 2026","3421831.13","291.14","5.36","-1.73","Moving Up","","",,="3/9","<1","false","Swing"
"NVS","Novartis AG Common Stock","Health Care","Drug Manufacturers - General","156.24","47.83","Buy","Aug 21, 2026","Uptrend","Aug 19, 2026","1650018.8","-0.45","0.34","-2.54","Moving Up","","",,="7/9","<1","false","Swing"
"NXE","Nexgen Energy Ltd. Common Shares","Energy","Uranium","10.22","57.63","Sell","Aug 21, 2026","Uptrend","Aug 05, 2026","5081992","-0.74","0.32","-3.22","Moving Down","","",,="5/9","<1","false","Swing"
"PAGP","Plains GP Holdings, L.P. Class A Units representing Limited Partner Interests","Energy","Oil & Gas Midstream","26.8","59.17","Buy","Aug 21, 2026","Uptrend","Aug 17, 2026","1477628.5","51.36","0.82","2.7","Moving Up","","",,="7/9","<1","false","Swing"
"PD","PagerDuty, Inc. Common Stock","Technology","Software - Application","12.12","85.88","Sell","Aug 21, 2026","Uptrend","Jul 28, 2026","1320384.7","-161.37","1.5","-0.41","Moving Down","","",,="3/9","<1","false","Swing"
"PENG","Penguin Solutions, Inc. Common Stock","Technology","Information Technology Services","51.14","66.91","Sell","Aug 21, 2026","Downtrend","Aug 19, 2026","2966600.7","-269.06","0.11","-3.42","Moving Down","","",,="2/9","<1","false","Swing"
"PK","Park Hotels & Resorts Inc. Common Stock ","Real Estate","REIT - Hotel & Motel","15.82","74.29","Buy","Aug 21, 2026","Uptrend","Aug 12, 2026","4017386.57","-116.02","0.49","-0.06","Moving Up","","",,="6/9","<1","false","Swing"
"RELY","Remitly Global, Inc. Common Stock","Technology","Software - Infrastructure","24.71","72.6","Sell","Aug 21, 2026","Uptrend","Jun 24, 2026","2988072.17","5.83","0.9","-1.4","Moving Down","","",,="3/9","<1","false","Swing"
"RGNX","REGENXBIO Inc. Common Stock","Health Care","Biotechnology","11.06","59.65","Sell","Aug 21, 2026","Uptrend","Aug 14, 2026","1526952.97","-66.9","4.21","-7.99","Moving Down","","",,="5/9","<1","false","Swing"
"RITM","Rithm Capital Corp. Common Stock","Real Estate","REIT - Mortgage","10.16","83.06","Sell","Aug 21, 2026","Uptrend","Jul 28, 2026","5682704.2","-14.07","7.18","-2.12","Moving Down","","",,="5/9","<1","false","Swing"
"ROKU","Roku, Inc. Class A Common Stock","Communication","Entertainment","157.12","61.52","Sell","Aug 21, 2026","Uptrend","Jun 12, 2026","2416767.1","-22.39","8.63","0.2","Moving Down","","",,="2/9","<1","false","Swing"
"SCCO","Southern Copper Corporation Common Stock","Materials","Copper","198.73","63.03","Buy","Aug 21, 2026","Uptrend","Jul 30, 2026","1137975.93","-123.47","0.29","2.08","Moving Up","","",,="6/9","<1","false","Swing"
"SHAK","Shake Shack, Inc. Class A Common Stock","Discretionary","Restaurants","73.85","80.9","Sell","Aug 21, 2026","Uptrend","Jul 30, 2026","1899273.43","-21.09","1.73","0.79","Moving Down","","",,="3/9","<1","false","Swing"
"SHW","Sherwin-Williams Company (The) Common Stock","Materials","Specialty Chemicals","346.91","87.16","Sell","Aug 21, 2026","Uptrend","Jul 28, 2026","1896614.83","96.17","2.78","-1.89","Moving Down","","",,="4/9","<1","false","Swing"
"SLS","SELLAS Life Sciences Group, Inc. Common Stock","Health Care","Biotechnology","13.4","53.21","Sell","Aug 21, 2026","Uptrend","Aug 13, 2026","6311210.2","447.4","5.07","-3.25","Moving Down","","",,="5/9","<1","false","Swing"
"TCOM","Trip.com Group Limited American Depositary Shares","Discretionary","Travel Services","46.43","53.14","Buy","Aug 21, 2026","Uptrend","Aug 19, 2026","2800770.6","-86.12","0.08","-0.17","Moving Up","","",,="5/9","<1","false","Swing"
"TD","Toronto Dominion Bank (The) Common Stock","Financials","Banks - Diversified","116.85","74.28","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","2175834.27","113.67","2.56","-1.27","Moving Down","","",,="2/9","<1","false","Swing"
"TEAM","Atlassian Corporation Class A Common Stock","Technology","Software - Application","174.91","97.72","Sell","Aug 21, 2026","Uptrend","Jul 27, 2026","4953511.47","40.82","4.87","0.39","Moving Down","","",,="2/9","<1","false","Swing"
"TGT","Target Corporation Common Stock","Staples","Discount Stores","158.25","84.05","Sell","Aug 21, 2026","Uptrend","Jul 08, 2026","3952184.1","47.56","5.21","-0.47","Moving Down","","","true",="3/9","<1","false","Swing"
"TRMB","Trimble Inc. Common Stock","Technology","Scientific & Technical Instruments","59.68","73.31","Buy","Aug 21, 2026","Uptrend","Aug 18, 2026","2640066.27","-24.85","0.23","0.73","Moving Up","","",,="5/9","<1","false","Swing"
"TRU","TransUnion Common Stock","Financials","Financial Data & Stock Exchanges","85.11","70","Buy","Aug 21, 2026","Uptrend","Jun 30, 2026","2067042.37","-131.67","0.03","1.88","Moving Up","","",,="4/9","<1","false","Swing"
"TSEM","Tower Semiconductor Ltd. Ordinary Shares","Technology","Semiconductors","223.78","70.6","Sell","Aug 21, 2026","Neutral","Aug 19, 2026","2009062.83","215.3","0.76","-1.18","Moving Down","","",,="2/9","<1","false","Swing"
"TTE","TotalEnergies SE Ordinary Shares","Energy","Oil & Gas Integrated","90.9","82.07","Buy","Aug 21, 2026","Uptrend","Jul 22, 2026","1524572.2","28.09","0.93","0.92","Moving Up","","",,="6/9","<1","false","Swing"
"UNM","Unum Group Common Stock","Financials","Insurance - Life","86.95","67.9","Sell","Aug 21, 2026","Neutral","Aug 19, 2026","1411173.57","70.9","0.77","-0.79","Moving Down","","",,="2/9","<1","false","Swing"
"UNP","Union Pacific Corporation Common Stock","Industrials","Railroads","303.97","85.08","Buy","Aug 21, 2026","Uptrend","Jun 29, 2026","2939314.47","-10.4","0.35","0.72","Moving Up","","",,="5/9","<1","false","Swing"
"VLY","Valley National Bancorp Common Stock","Financials","Banks - Regional","14.12","58.24","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","6615323.83","38.35","3.18","-2.22","Moving Down","","",,="2/9","<1","false","Swing"
"VNOM","Viper Energy, Inc. Class A Common Stock","Energy","Oil & Gas Midstream","45.03","31.53","Buy","Aug 21, 2026","Uptrend","Aug 20, 2026","1564425.17","-210.15","0.18","2.62","Moving Up","","",,="7/9","<1","false","Swing"
"WDAY","Workday, Inc. Class A Common Stock","Technology","Software - Application","197.32","98.31","Sell","Aug 21, 2026","Uptrend","Jul 24, 2026","4757647.9","6.68","0.91","-0.55","Moving Down","","",,="3/9","<1","false","Swing"
"WMT","Walmart Inc. Common Stock","Staples","Discount Stores","103.84","38.66","Sell","Aug 21, 2026","Downtrend","Aug 20, 2026","23068295.7","62.5","0.83","-9.15","Moving Down","","Positive","true",="2/9","<1","false","Swing"
"ZVRA","Zevra Therapeutics, Inc. Common Stock","Health Care","Biotechnology","11.89","57.99","Buy","Aug 21, 2026","Uptrend","Aug 19, 2026","1311360.4","66.53","2.62","-1.98","Moving Up","","",,="7/9","<1","false","Swing"
"AA","Alcoa Corporation Common Stock ","Materials","Aluminum","50.55","54.98","Sell","Aug 20, 2026","Neutral","Aug 12, 2026","5376242.83","-102.67","0.07","-1.92","Moving Down","","",,="3/9","<1","false","Swing"
"ACN","Accenture plc Class A Ordinary Shares (Ireland)","Technology","Information Technology Services","181.35","91.69","Sell","Aug 20, 2026","Uptrend","Jul 27, 2026","6692925.17","79.01","21.82","-0.99","Moving Down","","",,="3/9","<1","false","Swing"
"ADM","Archer-Daniels-Midland Company Common Stock","Staples","Farm Products","81.7","64.58","Buy","Aug 20, 2026","Uptrend","Aug 19, 2026","3548118.17","87.23","2.81","1.16","Moving Up","","",,="5/9","<1","false","Swing"
"AKAM","Akamai Technologies, Inc. Common Stock","Technology","Software - Infrastructure","110.09","43.35","Sell","Aug 20, 2026","Downtrend","Aug 19, 2026","3402487.63","-18.37","0.22","-2.44","Moving Down","","",,="2/9","<1","false","Swing"
"AME","AMETEK, Inc.","Industrials","Specialty Industrial Machinery","239.08","82.64","Sell","Aug 20, 2026","Neutral","Aug 20, 2026","1164615.73","116.85","2.26","-1.7","Moving Down","","",,="2/9","<1","false","Swing"
"AMZN","Amazon.com, Inc. Common Stock","Discretionary","Internet Retail","260.11","78.41","Sell","Aug 20, 2026","Uptrend","Jul 31, 2026","43172594.8","24.5","0.37","-2.16","Moving Down","","","true",="3/9","<1","false","Swing"
"APG","APi Group Corporation Common Stock","Industrials","Engineering & Construction","41.93","41.62","Sell","Aug 20, 2026","Uptrend","Aug 06, 2026","2633507.5","190.86","1.84","-1.36","Moving Down","","",,="3/9","<1","false","Swing"
"APH","Amphenol Corporation Common Stock","Technology","Electronic Components","153.11","60.95","Sell","Aug 20, 2026","Downtrend","Aug 20, 2026","6426844.97","-25.84","0.36","-1.88","Moving Down","","",,="2/9","<1","false","Swing"
"ASB","Associated Banc-Corp Common Stock","Financials","Banks - Regional","30.76","69.19","Sell","Aug 20, 2026","Uptrend","Jun 09, 2026","1693986.13","14.33","0.78","-0.16","Moving Down","","",,="3/9","<1","false","Swing"
"ASX","ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ","Technology","Semiconductors","36.51","64.99","Sell","Aug 20, 2026","Downtrend","Aug 19, 2026","8584253.53","293.1","1.3","2.38","Moving Down","","",,="2/9","<1","false","Swing"
"AUPH","Aurinia Pharmaceuticals Inc Ordinary Shares","Health Care","Biotechnology","17.27","55.64","Buy","Aug 20, 2026","Uptrend","Aug 19, 2026","1160064.1","-127.35","0","6.8","Moving Up","","",,="7/9","<1","false","Swing"
"BA","Boeing Company (The) Common Stock","Industrials","Aerospace & Defense","215.1","59.74","Sell","Aug 20, 2026","Neutral","Aug 18, 2026","5580324.73","8.05","3.94","-3.2","Moving Down","","",,="2/9","<1","false","Swing"
"BBIO","BridgeBio Pharma, Inc. Common Stock","Health Care","Biotechnology","82.94","50.27","Buy","Aug 20, 2026","Uptrend","Jun 23, 2026","2379552.4","23.43","1.12","-1.2","Moving Up","","",,="7/9","<1","false","Swing"
"BBY","Best Buy Co., Inc. Common Stock","Discretionary","Specialty Retail","85.73","75.5","Buy","Aug 20, 2026","Uptrend","Aug 13, 2026","3251909.13","-15.71","0.02","-3.9","Moving Up","","",,="5/9","<1","false","Swing"
"BG","Bunge Limited Common Shares","Staples","Farm Products","116.57","54.47","Buy","Aug 20, 2026","Uptrend","Aug 20, 2026","1176143.47","-20.34","0.28","2.25","Moving Up","","",,="5/9","<1","false","Swing"
"BNS","Bank Nova Scotia Halifax Pfd 3 Ordinary Shares","Financials","Banks - Diversified","86.44","70.89","Sell","Aug 20, 2026","Neutral","Aug 20, 2026","1670120.5","95.68","3.95","-1.43","Moving Down","","",,="2/9","<1","false","Swing"
"BNTX","BioNTech SE American Depositary Share","Health Care","Biotechnology","110.89","64.85","Buy","Aug 20, 2026","Uptrend","Aug 18, 2026","1228892.3","-45.27","0","-1.97","Moving Up","","",,="7/9","<1","false","Swing"
"BRZE","Braze, Inc. Class A Common Stock","Technology","Software - Application","30.71","86.77","Buy","Aug 20, 2026","Uptrend","Jul 28, 2026","2269096.27","-15.91","10.78","0.2","Moving Up","","",,="5/9","<1","false","Swing"
"CAG","ConAgra Brands, Inc. Common Stock","Staples","Packaged Foods","16.27","83.47","Buy","Aug 20, 2026","Uptrend","Jul 13, 2026","13448198.53","22.59","4.72","0.31","Moving Up","","",,="5/9","<1","false","Swing"
"CENX","Century Aluminum Company Common Stock","Materials","Aluminum","43.4","46.22","Sell","Aug 20, 2026","Downtrend","Aug 19, 2026","2110188.73","197.92","1.31","-0.41","Moving Down","","",,="3/9","<1","false","Swing"
"CHKP","Check Point Software Technologies Ltd. Ordinary Shares","Technology","Software - Infrastructure","130.32","36.98","Buy","Aug 20, 2026","Neutral","Aug 20, 2026","1214189.73","-65.54","0.06","-1.53","Moving Up","","",,="4/9","<1","false","Swing"
"CMC","Commercial Metals Company Common Stock","Industrials","Metal Fabrication","65.28","70.49","Sell","Aug 20, 2026","Downtrend","Aug 20, 2026","1111290.2","0.84","0.01","-4.23","Moving Down","","",,="2/9","<1","false","Swing"
"CNK","Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock","Communication","Entertainment","36.89","81.56","Sell","Aug 20, 2026","Uptrend","Jul 22, 2026","2550007.23","53.59","15.95","-1.15","Moving Down","","",,="3/9","<1","false","Swing"
"CTSH","Cognizant Technology Solutions Corporation Class A Common Stock","Technology","Information Technology Services","60.92","95.27","Sell","Aug 20, 2026","Uptrend","Jul 28, 2026","8478242","15.13","785.38","-0.02","Moving Down","","",,="2/9","<1","false","Swing"
"CVNA","Carvana Co. Class A Common Stock","Discretionary","Auto & Truck Dealerships","71.52","52.66","Sell","Aug 20, 2026","Uptrend","Aug 19, 2026","9838094.47","281.03","4.9","1.53","Moving Down","","",,="3/9","<1","false","Swing"
"DINO","HF Sinclair Corporation Common Stock","Energy","Oil & Gas Refining & Marketing","92.72","80.44","Buy","Aug 20, 2026","Uptrend","Jul 01, 2026","2853854.77","132.33","4.05","-2.01","Moving Up","","",,="7/9","<1","false","Swing"
"DOCN","DigitalOcean Holdings, Inc. Common Stock","Technology","Software - Infrastructure","114.35","41.6","Sell","Aug 20, 2026","Downtrend","Aug 19, 2026","3172510.13","-19.68","0.31","-1.98","Moving Down","","",,="2/9","<1","false","Swing"
