Symbol,Company Name,Sector/Index,Industry,Last Close Price ($),Fear & Greed Heatmap Value,Current Signal Status,Signal Start Date,Overlay,Overlay Start Date,30-Day Avg Volume,OVTLYR Signal Return (%),Capital Efficiency,Price Change,Fear & Greed Heatmap Direction,OC Channel,Unusual News Activity (UNA),Top Mentions Today (TMT),Ovtlyr Nine,Sector Relative Greed,Partial Data Stocks,Signal Type
"BF/A","Brown Forman Inc Class A Common Stock","Staples","Beverages - Wineries & Distilleries","28.05","81.55","Sell","Aug 18, 2026","Uptrend","Jul 27, 2026","124360.2","-45.8","2.78","-2.94","Moving Down","","",,="5/9","<1","false","Swing"
"BKE","Buckle, Inc. (The) Common Stock","Discretionary","Apparel Retail","43.19","57.79","Sell","Aug 18, 2026","Neutral","Aug 13, 2026","440241.2","30.24","0.87","-2.09","Moving Down","","",,="4/9","<1","false","Swing"
"BRK/A","Berkshire Hathaway Inc.","Financials","Insurance - Diversified","747400","74.12","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","155.4","52.93","1.07","-1.08","Moving Down","","",,="5/9","<1","false","Swing"
"BRZE","Braze, Inc. Class A Common Stock","Technology","Software - Application","27.95","82.26","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","2199492","-17.05","11.03","-3.39","Moving Down","","",,="7/9","<1","false","Swing"
"BWIN","The Baldwin Insurance Group, Inc. Class A Common Stock","Financials","Insurance Brokers","30.77","87.53","Sell","Aug 18, 2026","Uptrend","Jun 22, 2026","1183080.23","-49.41","0.53","-2.35","Moving Down","","",,="5/9","<1","false","Swing"
"CAC","Camden National Corporation Common Stock","Financials","Banks - Regional","58.38","78.79","Sell","Aug 18, 2026","Uptrend","Jun 04, 2026","96488.67","41.11","1.68","-0.66","Moving Down","","",,="6/9","<1","false","Swing"
"CAKE","Cheesecake Factory Incorporated (The) Common Stock","Discretionary","Restaurants","109.07","95.84","Sell","Aug 18, 2026","Uptrend","May 26, 2026","1808338.23","81.53","1.18","-3.8","Moving Down","","",,="5/9","<1","false","Swing"
"CDNA","CareDx, Inc. Common Stock","Health Care","Diagnostics & Research","46.38","84.84","Sell","Aug 18, 2026","Uptrend","Apr 16, 2026","1189112.1","0.82","1.11","2.34","Moving Down","","",,="7/9","<1","false","Swing"
"CECO","CECO Environmental Corp. Common Stock","Industrials","Pollution & Treatment Controls","84.15","34.98","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","932560.3","459.73","1.37","5.73","Moving Up","","",,="6/9","<1","false","Swing"
"CENT","Central Garden & Pet Company Common Stock","Staples","Packaged Foods","43.35","63.8","Sell","Aug 18, 2026","Uptrend","May 08, 2026","97226.87","-21.89","0.24","-0.87","Moving Down","","",,="5/9","<1","false","Swing"
"CG","The Carlyle Group Inc. Common Stock","Financials","Asset Management","48.54","72.53","Sell","Aug 18, 2026","Uptrend","Jul 30, 2026","3469672.53","157.51","8.14","-1.5","Moving Down","","",,="6/9","<1","false","Swing"
"CGNX","Cognex Corporation Common Stock","Technology","Scientific & Technical Instruments","66.6","57.83","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","2194994","36.7","5.28","1.48","Moving Up","","",,="8/9","<1","false","Swing"
"CHD","Church & Dwight Company, Inc. Common Stock","Staples","Household & Personal Products","97.98","70.55","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","1760202.6","53.07","3.41","-3.28","Moving Down","","",,="4/9","<1","false","Swing"
"CIGI","Colliers International Group Inc. Subordinate Voting Shares","Real Estate","Real Estate Services","103.43","64.11","Buy","Aug 18, 2026","Uptrend","Aug 07, 2026","213892.4","54.3","4.98","-1.88","Moving Up","","",,="8/9","<1","false","Swing"
"CL","Colgate-Palmolive Company Common Stock","Staples","Household & Personal Products","90.21","59.34","Sell","Aug 18, 2026","Downtrend","Aug 17, 2026","4344026.83","49.74","3.18","-1.89","Moving Down","","",,="4/9","<1","false","Swing"
"CME","CME Group Inc. Class A Common Stock","Financials","Financial Data & Stock Exchanges","267.88","82.33","Sell","Aug 18, 2026","Uptrend","Jul 24, 2026","2350851.33","0.38","0.02","-0.71","Moving Down","","",,="6/9","<1","false","Swing"
"CNMD","CONMED Corporation Common Stock","Health Care","Medical Devices","49.25","94.97","Sell","Aug 18, 2026","Uptrend","Jul 09, 2026","684031.27","-12.36","13.6","-2.3","Moving Down","","",,="7/9","<1","false","Swing"
"CNX","CNX Resources Corporation Common Stock","Energy","Oil & Gas E&P","35.34","52.77","Sell","Aug 18, 2026","Uptrend","Jul 29, 2026","1587224.53","162.17","1.39","-1.06","Moving Down","","",,="7/9","<1","false","Swing"
"CORT","Corcept Therapeutics Incorporated Common Stock","Health Care","Biotechnology","117.17","78.45","Sell","Aug 18, 2026","Uptrend","Mar 31, 2026","1209313.57","529.02","1.88","2.36","Moving Down","","",,="7/9","<1","false","Swing"
"CRI","Carter's, Inc. Common Stock","Discretionary","Apparel Retail","37.82","68.97","Sell","Aug 18, 2026","Downtrend","Aug 17, 2026","978458.13","-67.07","3.2","-2.32","Moving Down","","",,="3/9","<1","false","Swing"
"CSTM","Constellium SE Ordinary Shares (France)","Materials","Aluminum","29.92","59.27","Buy","Aug 18, 2026","Neutral","Aug 17, 2026","1555412.67","11.26","0.84","1.08","Moving Up","","",,="8/9","<1","false","Swing"
"CTRN","Citi Trends, Inc. Common Stock","Discretionary","Apparel Retail","72.67","81.91","Sell","Aug 18, 2026","Uptrend","Jun 10, 2026","131557.53","-31.02","0.3","-1.68","Moving Down","","",,="5/9","<1","false","Swing"
"CVEO","Civeo Corporation (Canada) Common Shares","Discretionary","Lodging","33.74","39.82","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","155029.6","-202.93","0.26","1.35","Moving Up","","",,="6/9","<1","false","Swing"
"DGX","Quest Diagnostics Incorporated Common Stock","Health Care","Diagnostics & Research","235.52","90.11","Sell","Aug 18, 2026","Uptrend","Jul 16, 2026","975514.23","93.86","2.01","0.48","Moving Down","","",,="7/9","<1","false","Swing"
"DMLP","Dorchester Minerals, L.P. Common Units Representing Limited Partnership Interests","Energy","Oil & Gas E&P","28.11","62.9","Buy","Aug 18, 2026","Uptrend","Aug 12, 2026","236662.93","-57.42","0.28","1.44","Moving Up","","",,="8/9","<1","false","Swing"
"DOCN","DigitalOcean Holdings, Inc. Common Stock","Technology","Software - Infrastructure","135.28","52.96","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","3300127.03","43.66","0.39","4.13","Moving Up","","",,="8/9","<1","false","Swing"
"ECL","Ecolab Inc. Common Stock","Materials","Specialty Chemicals","275.84","63.41","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","1158351.23","-53.04","0.21","-0.1","Moving Down","","",,="7/9","<1","false","Swing"
"EL","Estee Lauder Companies, Inc. (The) Common Stock","Staples","Household & Personal Products","84.34","68.84","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","2220786.6","-4.26","39.52","-2.04","Moving Down","","",,="4/9","<1","false","Swing"
"ETON","Eton Pharmaceuticals, Inc. Common Stock","Health Care","Drug Manufacturers - Specialty & Generic","61.73","70.69","Buy","Aug 18, 2026","Uptrend","Jun 09, 2026","599741.03","550.1","2.26","4.88","Moving Up","","",,="9/9","<1","false","Swing"
"EWBC","East West Bancorp, Inc. Common Stock","Financials","Banks - Regional","135.52","56.32","Buy","Aug 18, 2026","Uptrend","Apr 07, 2026","736970.8","164.59","2.51","-0.79","Moving Up","","",,="8/9","<1","false","Swing"
"EXPO","Exponent, Inc. Common Stock","Industrials","Engineering & Construction","66.19","83.94","Sell","Aug 18, 2026","Uptrend","Jul 24, 2026","515735.5","7.58","9.5","-1.36","Moving Down","","",,="5/9","<1","false","Swing"
"FBIZ","First Business Financial Services, Inc. Common Stock","Financials","Banks - Regional","70.95","81.65","Sell","Aug 18, 2026","Uptrend","Jun 04, 2026","64465.53","180.24","2.16","-0.69","Moving Down","","",,="6/9","<1","false","Swing"
"FDS","FactSet Research Systems Inc. Common Stock","Financials","Financial Data & Stock Exchanges","276.76","92.82","Sell","Aug 18, 2026","Uptrend","Jul 02, 2026","822493.9","16.18","11.12","-2.37","Moving Down","","",,="6/9","<1","false","Swing"
"FELE","Franklin Electric Co., Inc. Common Stock","Industrials","Specialty Industrial Machinery","104.02","70.54","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","277977.5","-63.71","0.23","-1.65","Moving Down","","",,="4/9","<1","false","Swing"
"FFIV","F5, Inc. Common Stock","Technology","Software - Infrastructure","395.54","65.36","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","655762.47","79.63","1.23","-1.9","Moving Down","","",,="6/9","<1","false","Swing"
"FIX","Comfort Systems USA, Inc. Common Stock","Industrials","Engineering & Construction","1881.18","39.73","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","477853.9","1700.47","1.19","6.04","Moving Up","","",,="7/9","<1","false","Swing"
"FND","Floor & Decor Holdings, Inc. Common Stock","Discretionary","Home Improvement Retail","56.62","89.96","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","2401606.2","-2.16","71.18","-3.33","Moving Down","","",,="5/9","<1","false","Swing"
"FTAI","FTAI Aviation Ltd. Common Stock","Industrials","Aerospace & Defense","227.43","56.99","Buy","Aug 18, 2026","Neutral","Aug 17, 2026","1601294.8","-2017.88","0.16","4.74","Moving Up","","",,="6/9","<1","false","Swing"
"G","Genpact Limited Common Stock","Technology","Information Technology Services","33.7","86.27","Sell","Aug 18, 2026","Uptrend","Jul 24, 2026","2146058.5","20.33","6.33","-0.47","Moving Down","","",,="7/9","<1","false","Swing"
"GATX","GATX Corporation Common Stock","Industrials","Rental & Leasing Services","180.64","49.92","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","210564.9","156.63","3.04","0","Moving Up","","",,="7/9","<1","false","Swing"
"GE","GE Aerospace Common Stock","Industrials","Aerospace & Defense","369.43","62.1","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","3624835","197.03","1.25","0.29","Moving Down","","",,="5/9","<1","false","Swing"
"GEF/B","Greif, Inc. Corporation Class B Common Stock","Discretionary","Packaging & Containers","110.21","83.28","Sell","Aug 18, 2026","Uptrend","Jun 12, 2026","64432.17","-14.18","0.33","-0.44","Moving Down","","",,="5/9","<1","false","Swing"
"GLOB","Globant S.A. Common Shares","Technology","Information Technology Services","36.26","79.86","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","1950612.47","-301.88","0.76","-3","Moving Down","","",,="7/9","<1","false","Swing"
"GLW","Corning Incorporated Common Stock","Technology","Electronic Components","173.21","34.93","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","12411099.83","315","1.78","4.35","Moving Up","","",,="9/9","<1","false","Swing"
"GSAT","Globalstar, Inc. Common Stock","Communication","Telecom Services","83.03","50.49","Sell","Aug 18, 2026","Uptrend","Jul 31, 2026","982855.33","169.4","0.59","0.78","Moving Down","","",,="4/9","<1","false","Swing"
"GTLB","GitLab Inc. Class A Common Stock","Technology","Software - Infrastructure","40.52","95.65","Sell","Aug 18, 2026","Uptrend","Jun 26, 2026","4359491.97","51.78","9.67","-4.93","Moving Down","","",,="7/9","<1","false","Swing"
"HAL","Halliburton Company Common Stock","Energy","Oil & Gas Equipment & Services","34.73","42.86","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","11302644.67","35.76","2.36","0.9","Moving Up","","",,="8/9","<1","false","Swing"
"HD","Home Depot, Inc. (The) Common Stock","Discretionary","Home Improvement Retail","337.88","61.53","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","3665652.17","83.61","3.47","-0.29","Moving Down","","",,="4/9","<1","false","Swing"
"HNVR","Hanover Bancorp, Inc. Common Stock","Financials","Banks - Regional","27.4","79.35","Sell","Aug 18, 2026","Uptrend","Jul 13, 2026","58661.23","77.58","2.99","-0.47","Moving Down","","",,="6/9","<1","false","Swing"
"HTHT","H World Group Limited American Depositary Shares","Discretionary","Lodging","46.61","53.08","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","1500990.17","-71.86","0.04","11.29","Moving Up","","Positive",,="7/9","<1","false","Swing"
"HY","Hyster-Yale, Inc. Class A common stock","Industrials","Farm & Heavy Construction Machinery","34.7","65.89","Sell","Aug 18, 2026","Uptrend","Aug 17, 2026","105423.53","6.98","4.72","0.75","Moving Down","","",,="5/9","<1","false","Swing"
"IBKR","Interactive Brokers Group, Inc. Class A Common Stock","Financials","Capital Markets","94.33","46.95","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","4374337.27","714.44","2.48","2.47","Moving Up","","",,="7/9","<1","false","Swing"
"INTC","Intel Corporation Common Stock","Technology","Semiconductors","103.49","61.22","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","113531708","122.43","5.32","0.97","Moving Up","","",,="8/9","<1","false","Swing"
"INVH","Invitation Homes Inc. Common Stock","Real Estate","REIT - Residential","29.69","72.49","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","3877050.37","-49.28","1.88","-1.98","Moving Down","","",,="6/9","<1","false","Swing"
"KMI","Kinder Morgan, Inc. Common Stock","Energy","Oil & Gas Midstream","32.33","42.96","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","9136349.03","76.44","1.92","-1.49","Moving Up","","",,="8/9","<1","false","Swing"
"KOD","Kodiak Sciences Inc Common Stock","Health Care","Biotechnology","40.98","48.01","Sell","Aug 18, 2026","Uptrend","Aug 14, 2026","602374.83","15.2","4.84","-0.89","Moving Down","","",,="7/9","<1","false","Swing"
"LIVN","LivaNova PLC Ordinary Shares","Health Care","Medical Devices","81.48","62.26","Buy","Aug 18, 2026","Uptrend","Aug 14, 2026","662673.9","-6.99","0.29","-0.9","Moving Up","","",,="9/9","<1","false","Swing"
"LKQ","LKQ Corporation Common Stock","Discretionary","Auto Parts","25.45","47.86","Buy","Aug 18, 2026","Neutral","Aug 17, 2026","3267219.87","-40.32","2.34","0.12","Moving Up","","",,="6/9","<1","false","Swing"
"LTH","Life Time Group Holdings, Inc. Common Stock","Discretionary","Leisure","45.34","72.45","Buy","Aug 18, 2026","Uptrend","May 05, 2026","2805560.7","6.74","0.09","0.18","Moving Up","","",,="7/9","<1","false","Swing"
"LZB","La-Z-Boy Incorporated Common Stock","Discretionary","Furnishings Fixtures & Appliances","41.52","75.38","Sell","Aug 18, 2026","Uptrend","Jun 17, 2026","370335.33","-46.45","0.19","-0.79","Moving Down","","",,="5/9","<1","false","Swing"
"MBUU","Malibu Boats, Inc. Class A Common Stock","Discretionary","Recreational Vehicles","29.41","71.57","Sell","Aug 18, 2026","Uptrend","Jul 16, 2026","195865.43","-201.67","0.46","0.27","Moving Down","","",,="5/9","<1","false","Swing"
"MCD","McDonald's Corporation Common Stock","Discretionary","Restaurants","265.53","31.07","Sell","Aug 18, 2026","Neutral","Aug 13, 2026","4295488.8","66.02","4.13","-2.68","Moving Up","","Positive",,="5/9","<1","false","Swing"
"MOG/A","Moog Inc. Class A Common Stock","Industrials","Aerospace & Defense","445.38","64.45","Buy","Aug 18, 2026","Uptrend","Jul 22, 2026","276392.27","229.1","1.24","0.95","Moving Up","","",,="7/9","<1","false","Swing"
"MRSH","Marsh Common Stock","Financials","Insurance Brokers","184.21","82.67","Sell","Aug 18, 2026","Uptrend","Jun 26, 2026","2248462.23","-49.59","0.24","-1.92","Moving Down","","",,="6/9","<1","false","Swing"
"MWA","MUELLER WATER PRODUCTS Common Stock","Industrials","Specialty Industrial Machinery","25.18","55.62","Sell","Aug 18, 2026","Neutral","Aug 13, 2026","1068931.73","-28.73","0.3","-1.41","Moving Down","","",,="4/9","<1","false","Swing"
"MXL","MaxLinear, Inc. Common Stock","Technology","Semiconductors","84.76","48.64","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","3482372.3","361.99","4.57","-0.09","Moving Up","","",,="8/9","<1","false","Swing"
"NRIX","Nurix Therapeutics, Inc. Common stock","Health Care","Biotechnology","27.17","76.49","Sell","Aug 18, 2026","Uptrend","Jun 15, 2026","1077787.43","158.63","4.02","0.44","Moving Down","","",,="6/9","<1","false","Swing"
"NTR","Nutrien Ltd. Common Shares","Materials","Agricultural Inputs","68.29","37.47","Buy","Aug 18, 2026","Uptrend","Aug 14, 2026","2322055.1","-18.38","0.28","0.07","Moving Up","","",,="9/9","<1","false","Swing"
"NVEC","NVE Corporation Common Stock","Technology","Semiconductors","121.09","89.04","Sell","Aug 18, 2026","Uptrend","Jul 23, 2026","252068.23","-73.22","0.21","-0.13","Moving Down","","",,="7/9","<1","false","Swing"
"OKLO","Oklo Inc. Class A common stock","Utilities","Utilities - Independent Power Producers","43.88","32.47","Sell","Aug 18, 2026","Downtrend","Aug 14, 2026","9104539.63","95.51","1.02","-1.13","Moving Down","","",,="5/9","<1","false","Swing"
"OSBC","Old Second Bancorp, Inc. Common Stock","Financials","Banks - Regional","25.83","81.32","Sell","Aug 18, 2026","Uptrend","Jun 04, 2026","433638.47","146.74","3.3","-0.31","Moving Down","","",,="6/9","<1","false","Swing"
"PEO","Adams Natural Resources Fund, Inc. Common Stock","Financials","Closed-End Fund - Equity","27.94","76.1","Buy","Aug 18, 2026","Uptrend","Jul 13, 2026","54206.47","41.14","0.7","0.54","Moving Up","","",,="8/9","<1","false","Swing"
"PHM","PulteGroup, Inc. Common Stock","Discretionary","Residential Construction","128.49","56.1","Sell","Aug 18, 2026","Uptrend","Jul 27, 2026","1644849.6","30.66","0.31","-1.3","Moving Down","","",,="5/9","<1","false","Swing"
"POOL","Pool Corporation Common Stock","Industrials","Industrial Distribution","190.47","43.2","Sell","Aug 18, 2026","Downtrend","Aug 17, 2026","809153.8","-53.99","0.61","-2.24","Moving Down","","",,="4/9","<1","false","Swing"
"PRM","Perimeter Solutions, SA Common Stock","Materials","Specialty Chemicals","32.59","37.04","Sell","Aug 18, 2026","Downtrend","Aug 17, 2026","1575526.77","257.87","1.08","-3.86","Moving Down","","",,="6/9","<1","false","Swing"
"PSA","Public Storage Common Stock","Real Estate","REIT - Industrial","324.31","70.9","Sell","Aug 18, 2026","Uptrend","Jul 28, 2026","1094461.3","4.63","0.18","-0.5","Moving Down","","",,="6/9","<1","false","Swing"
"RCKY","Rocky Brands, Inc. Common Stock","Discretionary","Footwear & Accessories","46.68","70.01","Sell","Aug 18, 2026","Uptrend","Jul 09, 2026","64201.5","-195.94","0.1","-1.79","Moving Down","","",,="5/9","<1","false","Swing"
"REYN","Reynolds Consumer Products Inc. Common Stock","Discretionary","Packaging & Containers","25.91","74.75","Sell","Aug 18, 2026","Uptrend","Aug 04, 2026","1149655.67","22.73","17.67","-1.3","Moving Down","","",,="5/9","<1","false","Swing"
"RPRX","Royalty Pharma plc Class A Ordinary Shares ","Health Care","Biotechnology","59.45","56.14","Buy","Aug 18, 2026","Uptrend","Dec 24, 2025","2808997.87","32.42","2.1","1.45","Moving Up","","",,="9/9","<1","false","Swing"
"SEI","Solaris Energy Infrastructure, Inc. Class A Common Stock","Energy","Oil & Gas Equipment & Services","65.97","43.03","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","3411137.63","446.6","1.41","4.22","Moving Up","","",,="9/9","<1","false","Swing"
"SEIC","SEI Investments Company Common Stock","Financials","Asset Management","105.47","87.38","Sell","Aug 18, 2026","Uptrend","Jul 02, 2026","719495.53","50.26","2.07","-0.86","Moving Down","","",,="6/9","<1","false","Swing"
"SFBS","ServisFirst Bancshares, Inc. Common Stock","Financials","Banks - Regional","90.53","58.18","Buy","Aug 18, 2026","Uptrend","Jun 08, 2026","255595.7","117.11","2.34","-0.88","Moving Up","","",,="8/9","<1","false","Swing"
"SFM","Sprouts Farmers Market, Inc. Common Stock","Staples","Grocery Stores","80.6","62.62","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","1951895.03","638.47","5.58","-2.3","Moving Down","","",,="4/9","<1","false","Swing"
"SMP","Standard Motor Products, Inc. Common Stock","Discretionary","Auto Parts","38.76","59","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","128307.23","-86.44","0.49","-0.46","Moving Down","","",,="4/9","<1","false","Swing"
"SPHR","Sphere Entertainment Co. Class A Common Stock","Communication","Entertainment","171.6","62.86","Sell","Aug 18, 2026","Uptrend","Aug 04, 2026","726350.97","120.79","1.49","2.14","Moving Down","","",,="5/9","<1","false","Swing"
"STE","STERIS plc (Ireland) Ordinary Shares","Health Care","Medical Devices","229.75","82.62","Sell","Aug 18, 2026","Uptrend","Jul 24, 2026","739121.53","-3.64","0.32","-1.51","Moving Down","","",,="7/9","<1","false","Swing"
"STEP","StepStone Group Inc. Class A Common Stock","Financials","Asset Management","48.28","73.41","Sell","Aug 18, 2026","Uptrend","Aug 03, 2026","1321004.43","-8.29","0.28","-4.21","Moving Down","","",,="6/9","<1","false","Swing"
"STRA","Strategic Education, Inc. Common Stock","Staples","Education & Training Services","80.69","63.3","Sell","Aug 18, 2026","Uptrend","Aug 13, 2026","309850.43","-93.47","1.38","-1.99","Moving Down","","",,="5/9","<1","false","Swing"
"SYK","Stryker Corporation Common Stock","Health Care","Medical Devices","331.68","72.82","Sell","Aug 18, 2026","Uptrend","Jul 24, 2026","2339150.43","-16.13","0.29","-2.22","Moving Down","","",,="7/9","<1","false","Swing"
"TAP","Molson Coors Beverage Company Class B Common Stock","Staples","Beverages - Brewers","40.74","68.1","Sell","Aug 18, 2026","Neutral","Aug 17, 2026","2929690.1","-23.47","2.99","-4.75","Moving Down","","",,="4/9","<1","false","Swing"
"TEN","Tsakos Energy Navigation Ltd Common Shares","Energy","Oil & Gas Midstream","42.16","56.55","Buy","Aug 18, 2026","Uptrend","Aug 13, 2026","209241.53","150.97","3.17","1.71","Moving Up","","",,="8/9","<1","false","Swing"
"THFF","First Financial Corporation Common Stock","Financials","Banks - Regional","81.61","79.1","Sell","Aug 18, 2026","Uptrend","May 18, 2026","97252.63","139.9","3.19","-0.55","Moving Down","","",,="6/9","<1","false","Swing"
"TNK","Teekay Tankers Ltd.","Energy","Oil & Gas Midstream","89.11","62.24","Buy","Aug 18, 2026","Uptrend","Jul 21, 2026","336899.73","330.27","2.13","4.68","Moving Up","","",,="9/9","<1","false","Swing"
"TPG","TPG Inc. Class A Common Stock","Financials","Asset Management","51.77","91.12","Sell","Aug 18, 2026","Uptrend","Jul 30, 2026","2615179.43","1.03","0.2","-2.38","Moving Down","","",,="6/9","<1","false","Swing"
"TRGP","Targa Resources, Inc. Common Stock","Energy","Oil & Gas Midstream","277.94","47.42","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","1096857.77","134.08","0.58","0.78","Moving Up","","",,="9/9","<1","false","Swing"
"TRMD","TORM plc Class A Common Stock","Energy","Oil & Gas Midstream","30.61","42.85","Buy","Aug 18, 2026","Uptrend","Aug 14, 2026","468630.03","238.69","1.13","1.76","Moving Up","","",,="9/9","<1","false","Swing"
"TTE","TotalEnergies SE Ordinary Shares","Energy","Oil & Gas Integrated","88.63","81.63","Sell","Aug 18, 2026","Uptrend","Jul 22, 2026","1546702.83","26.42","0.93","0.34","Moving Down","","",,="6/9","<1","false","Swing"
"TYG","Tortoise Energy Infrastructure Corporation Common Stock","Financials","Closed-End Fund - Equity","44.31","51.23","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","137117.87","5.41","7.03","0.05","Moving Up","","",,="7/9","<1","false","Swing"
"U","Unity Software Inc. Common Stock","Technology","Software - Application","45.45","89.51","Sell","Aug 18, 2026","Uptrend","Jun 30, 2026","10454953.93","43.82","4.49","-1.73","Moving Down","","Positive",,="6/9","<1","false","Swing"
"UHS","Universal Health Services, Inc. Common Stock","Health Care","Medical Care Facilities","170.53","77.46","Sell","Aug 18, 2026","Uptrend","Jul 24, 2026","888898.37","19.7","2.92","0.3","Moving Down","","",,="6/9","<1","false","Swing"
"USAC","USA Compression Partners, LP Common Units Representing Limited Partner Interests","Energy","Oil & Gas Equipment & Services","26.91","44.1","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","244365.63","143.96","1.58","1.09","Moving Up","","",,="8/9","<1","false","Swing"
"UTMD","Utah Medical Products, Inc. Common Stock","Health Care","Medical Instruments & Supplies","70.21","71.72","Sell","Aug 18, 2026","Uptrend","Jul 29, 2026","28359.9","-61.77","1.34","-1.11","Moving Down","","",,="7/9","<1","false","Swing"
"VALU","Value Line, Inc. Common Stock","Financials","Financial Data & Stock Exchanges","35.89","63.26","Sell","Aug 18, 2026","Downtrend","Aug 17, 2026","3237.17","-570.38","0.02","-4.47","Moving Down","","",,="5/9","<1","false","Swing"
"VOYA","Voya Financial, Inc. Common Stock","Financials","Financial Conglomerates","100.14","75.8","Buy","Aug 18, 2026","Uptrend","Apr 10, 2026","1005355.5","72.41","2.53","-1.36","Moving Up","","",,="8/9","<1","false","Swing"
"VRT","Vertiv Holdings, LLC Class A Common Stock","Industrials","Electrical Equipment & Parts","292.43","46.03","Buy","Aug 18, 2026","Uptrend","Aug 17, 2026","5515945.27","274.59","1.03","-0.48","Moving Up","","",,="6/9","<1","false","Swing"
