Symbol,Company Name,Sector/Index,Industry,Last Close Price ($),Fear & Greed Heatmap Value,Current Signal Status,Signal Start Date,Overlay,Overlay Start Date,30-Day Avg Volume,OVTLYR Signal Return (%),Capital Efficiency,Price Change,Fear & Greed Heatmap Direction,OC Channel,Unusual News Activity (UNA),Top Mentions Today (TMT),Ovtlyr Nine,Sector Relative Greed,Partial Data Stocks,Signal Type
"BRK/B","Berkshire Hathaway Inc.","Financials","Insurance - Diversified","504.03","75.19","Sell","Aug 17, 2026","Uptrend","Jul 27, 2026","4164597.93","46.79","1.05","-0.57","Moving Down","M2","",,="7/9","<1","false","Swing"
"BUSE","First Busey Corporation Class A Common Stock","Financials","Banks - Regional","31.23","83.98","Sell","Aug 17, 2026","Uptrend","May 20, 2026","832390.57","74.83","5.34","0.13","Moving Down","M2","",,="7/9","<1","false","Swing"
"CCL","Carnival Corporation Ltd. Common Shares","Discretionary","Travel Services","28.12","56.01","Sell","Aug 17, 2026","Uptrend","Jul 30, 2026","17720551.27","61.46","6.66","-1.06","Moving Down","M2","",,="5/9","<1","false","Swing"
"CENTA","Central Garden & Pet Company Class A Common Stock Nonvoting","Staples","Packaged Foods","37.85","62.17","Sell","Aug 17, 2026","Uptrend","Jun 04, 2026","290587.8","-65.53","0.16","-1.87","Moving Down","M2","",,="6/9","<1","false","Swing"
"CM","Canadian Imperial Bank of Commerce Common Stock","Financials","Banks - Diversified","123.74","62.23","Buy","Aug 17, 2026","Uptrend","Jun 12, 2026","831100.7","198.42","1.74","1.09","Moving Up","M2","",,="9/9","<1","false","Swing"
"CRWD","CrowdStrike Holdings, Inc. Class A Common Stock","Technology","Software - Infrastructure","216.95","73.19","Sell","Aug 17, 2026","Uptrend","Aug 03, 2026","7796006.13","61.85","0.7","-3.8","Moving Down","M2","",,="7/9","<1","false","Swing"
"CSCO","Cisco Systems, Inc. Common Stock (DE)","Technology","Communication Equipment","111.68","72.87","Sell","Aug 17, 2026","Neutral","Aug 13, 2026","21836302.5","77.78","1.55","-1.58","Moving Down","M2","",,="6/9","<1","false","Swing"
"CUE","Cue Biopharma, Inc. Common Stock","Health Care","Biotechnology","34.2","58.43","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","186184.6","-148.18","1.34","10.04","Moving Up","M2","",,="9/9","<1","false","Swing"
"DBX","Dropbox, Inc. Class A Common Stock","Technology","Software - Infrastructure","34.42","95.34","Sell","Aug 17, 2026","Uptrend","Jul 01, 2026","4138870.13","-94.16","0.06","-4.2","Moving Down","M2","",,="7/9","<1","false","Swing"
"DCI","Donaldson Company, Inc. Common Stock","Industrials","Specialty Industrial Machinery","95.95","77.55","Sell","Aug 17, 2026","Uptrend","Jun 24, 2026","660868.3","18.26","0.63","0.25","Moving Down","M2","",,="7/9","<1","false","Swing"
"DSGR","Distribution Solutions Group, Inc. Common Stock","Industrials","Industrial Distribution","34.96","87.4","Sell","Aug 17, 2026","Uptrend","Jul 16, 2026","271115.67","15.75","1.26","0.29","Moving Down","M2","",,="7/9","<1","false","Swing"
"ECPG","Encore Capital Group Inc Common Stock","Financials","Credit Services","103.74","72.23","Buy","Aug 17, 2026","Uptrend","Jun 12, 2026","354507.53","142.66","2.19","2.42","Moving Up","M2","",,="9/9","<1","false","Swing"
"ESNT","Essent Group Ltd. Common Shares","Financials","Insurance - Specialty","69.57","65.91","Buy","Aug 17, 2026","Uptrend","Jun 24, 2026","536178.4","-25.06","0.19","0.42","Moving Up","M2","",,="9/9","<1","false","Swing"
"ESQ","Esquire Financial Holdings, Inc. Common Stock","Financials","Banks - Regional","128.06","82.73","Sell","Aug 17, 2026","Uptrend","Jun 08, 2026","142320.17","97.24","0.88","-2.71","Moving Down","M2","",,="7/9","<1","false","Swing"
"EWTX","Edgewise Therapeutics, Inc. Common Stock","Health Care","Biotechnology","44.17","54.6","Sell","Aug 17, 2026","Uptrend","Aug 04, 2026","1159826.9","-154.15","0.22","2.29","Moving Down","M2","",,="7/9","<1","false","Swing"
"FCFS","FirstCash Holdings, Inc. Common Stock","Financials","Credit Services","214.75","45.63","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","425181.7","82.35","1.38","1.86","Moving Up","M2","",,="8/9","<1","false","Swing"
"FIBK","First Interstate BancSystem, Inc. Common Stock (DE)","Financials","Banks - Regional","39.17","57.96","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","1175608.93","-23.78","0.02","0.85","Moving Up","M2","",,="8/9","<1","false","Swing"
"FOR","Forestar Group Inc Common Stock ","Real Estate","Real Estate - Development","29.44","55.37","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","135721.97","-27.74","0.18","-0.2","Moving Up","M2","",,="8/9","<1","false","Swing"
"FTH","Faeth Therapeutics, Inc. Common Stock","Health Care","Biotechnology","32.34","49.15","Buy","Aug 17, 2026","Uptrend","Aug 11, 2026","287500.97","-78.52","0.2","13.27","Moving Up","M2","",,="9/9","<1","false","Swing"
"FTI","TechnipFMC plc Ordinary Share","Energy","Oil & Gas Equipment & Services","78.61","60.96","Buy","Aug 17, 2026","Uptrend","Aug 11, 2026","3418008.6","217.86","1.38","2.53","Moving Up","M2","",,="9/9","<1","false","Swing"
"GEF","Greif Inc. Class A Common Stock","Discretionary","Packaging & Containers","87.35","96.97","Sell","Aug 17, 2026","Uptrend","Jun 11, 2026","255372.57","-81.05","0.21","-1.37","Moving Down","M2","",,="5/9","<1","false","Swing"
"GM","General Motors Company Common Stock","Discretionary","Auto Manufacturers","86.77","79.63","Sell","Aug 17, 2026","Uptrend","Jul 22, 2026","6208679.33","80.5","1.79","0.44","Moving Down","M2","",,="5/9","<1","false","Swing"
"HOV","Hovnanian Enterprises, Inc. Class A Common Stock","Discretionary","Residential Construction","134.05","71.61","Sell","Aug 17, 2026","Uptrend","Aug 03, 2026","134521.07","123.72","0.71","-1.7","Moving Down","M2","",,="5/9","<1","false","Swing"
"HQY","HealthEquity, Inc. Common Stock","Health Care","Health Information Services","104.73","89.96","Sell","Aug 17, 2026","Uptrend","Jun 30, 2026","710038.87","52.83","2.81","-0.81","Moving Down","M2","",,="7/9","<1","false","Swing"
"HRMY","Harmony Biosciences Holdings, Inc. Common Stock","Health Care","Biotechnology","38.12","82.43","Sell","Aug 17, 2026","Uptrend","Jul 21, 2026","842029.03","-7.89","14.84","-0.99","Moving Down","M2","",,="6/9","<1","false","Swing"
"HUM","Humana Inc. Common Stock","Health Care","Healthcare Plans","389.05","69.69","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","1388765.53","-75.48","0.03","1.06","Moving Up","M2","",,="8/9","<1","false","Swing"
"ICE","Intercontinental Exchange Inc. Common Stock","Financials","Financial Data & Stock Exchanges","154.73","84.63","Sell","Aug 17, 2026","Uptrend","Jul 22, 2026","4096950.17","98.97","3.92","-0.33","Moving Down","M2","",,="6/9","<1","false","Swing"
"IDXX","IDEXX Laboratories, Inc. Common Stock","Health Care","Diagnostics & Research","550.96","61.75","Sell","Aug 17, 2026","Neutral","Aug 14, 2026","625517.33","82.27","2.35","-2.82","Moving Down","M2","",,="6/9","<1","false","Swing"
"INVH","Invitation Homes Inc. Common Stock","Real Estate","REIT - Residential","30.29","73.4","Buy","Aug 17, 2026","Uptrend","Jul 28, 2026","3897610.77","-49.28","1.78","-0.03","Moving Up","M2","",,="7/9","<1","false","Swing"
"IP","International Paper Company Common Stock","Discretionary","Packaging & Containers","40.74","80.32","Sell","Aug 17, 2026","Uptrend","Jun 11, 2026","5237211.8","-65.86","0.01","-0.92","Moving Down","M2","",,="5/9","<1","false","Swing"
"IQV","IQVIA Holdings, Inc. Common Stock","Health Care","Diagnostics & Research","236.66","93.76","Sell","Aug 17, 2026","Uptrend","Jun 25, 2026","1341830.7","3.36","0.18","-2.01","Moving Down","M2","",,="7/9","<1","false","Swing"
"IRM","Iron Mountain Incorporated (Delaware)Common Stock REIT","Real Estate","REIT - Specialty","129.43","46.52","Buy","Aug 17, 2026","Uptrend","Aug 13, 2026","1966543.03","203.8","1.32","2.22","Moving Up","M2","",,="7/9","<1","false","Swing"
"JXN","Jackson Financial Inc. Class A Common Stock ","Financials","Insurance - Life","135.32","90.76","Sell","Aug 17, 2026","Uptrend","Jul 09, 2026","626017.73","49.02","0.72","0.7","Moving Down","M2","",,="7/9","<1","false","Swing"
"LOGI","Logitech International S.A. Ordinary Shares","Technology","Computer Hardware","103.09","52","Sell","Aug 17, 2026","Neutral","Aug 14, 2026","1149735.87","194.28","4.55","-1.38","Moving Up","M2","",,="7/9","<1","false","Swing"
"LPX","Louisiana-Pacific Corporation Common Stock","Industrials","Building Products & Equipment","73.89","62.63","Sell","Aug 17, 2026","Neutral","Aug 12, 2026","1208585.17","90.5","1.67","-0.34","Moving Down","M2","",,="6/9","<1","false","Swing"
"LRCX","Lam Research Corporation Common Stock","Technology","Semiconductor Equipment & Materials","332.36","45.07","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","10527590.17","290.06","0.72","-1.38","Moving Up","M2","",,="9/9","<1","false","Swing"
"LULU","lululemon athletica inc. Common Stock","Discretionary","Apparel Retail","119.55","54.91","Sell","Aug 17, 2026","Neutral","Aug 12, 2026","2499418.17","172.25","15.69","-0.01","Moving Down","M2","",,="4/9","<1","false","Swing"
"MEDP","Medpace Holdings, Inc. Common Stock","Health Care","Diagnostics & Research","578.5","70.29","Sell","Aug 17, 2026","Uptrend","Jun 03, 2026","332328.53","-197.2","0.21","-0.59","Moving Down","M2","",,="7/9","<1","false","Swing"
"MPB","Mid Penn Bancorp Common Stock","Financials","Banks - Regional","38.43","81.12","Sell","Aug 17, 2026","Uptrend","Jun 08, 2026","159969.23","108.48","4.74","0.23","Moving Down","M2","",,="7/9","<1","false","Swing"
"MPLX","MPLX LP Common Units Representing Limited Partner Interests","Energy","Oil & Gas Midstream","59.48","82.54","Sell","Aug 17, 2026","Uptrend","Jul 02, 2026","1534845.03","4.28","0.02","1.12","Moving Down","M2","",,="7/9","<1","false","Swing"
"MRK","Merck & Company, Inc. Common Stock (new)","Health Care","Drug Manufacturers - General","135.84","70.12","Buy","Aug 17, 2026","Uptrend","Jun 23, 2026","8200556.87","-72.95","0.15","0.21","Moving Up","M2","",,="9/9","<1","false","Swing"
"MU","Micron Technology, Inc. Common Stock","Technology","Semiconductors","971.66","39.12","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","41765318.73","1473.52","2.3","2.3","Moving Up","M2","","true",="8/9","<1","false","Swing"
"NET","Cloudflare, Inc. Class A Common Stock","Technology","Software - Infrastructure","315.78","72.07","Sell","Aug 17, 2026","Uptrend","Jun 29, 2026","3705332.27","265.18","2.64","-4.55","Moving Down","M2","",,="7/9","<1","false","Swing"
"NMM","Navios Maritime Partners LP Common Units Representing Limited Partner Interests","Industrials","Marine Shipping","81.88","74.08","Buy","Aug 17, 2026","Uptrend","Jul 20, 2026","107581.7","502.42","3.45","0.78","Moving Up","M2","",,="9/9","<1","false","Swing"
"OGS","ONE Gas, Inc. Common Stock","Utilities","Utilities - Regulated Gas","80.98","46.37","Buy","Aug 17, 2026","Uptrend","Aug 11, 2026","525303.2","-46.9","0.65","-0.04","Moving Up","M2","",,="8/9","<1","false","Swing"
"OII","Oceaneering International, Inc. Common Stock","Energy","Oil & Gas Equipment & Services","52.2","85.77","Buy","Aug 17, 2026","Uptrend","Jun 29, 2026","1033261.83","233.15","2.34","1.66","Moving Up","M2","",,="9/9","<1","false","Swing"
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS","Industrials","Airports & Air Services","103.39","48.43","Sell","Aug 17, 2026","Downtrend","Aug 14, 2026","63971.27","-99.65","0.19","-3.81","Moving Down","M2","",,="6/9","<1","false","Swing"
"OTIS","Otis Worldwide Corporation Common Stock ","Industrials","Specialty Industrial Machinery","72.63","63.17","Sell","Aug 17, 2026","Neutral","Aug 13, 2026","3606250.7","-14.32","0.3","-0.55","Moving Down","M2","",,="5/9","<1","false","Swing"
"PBH","Prestige Consumer Healthcare Inc. Common Stock","Health Care","Drug Manufacturers - Specialty & Generic","51.38","61.89","Sell","Aug 17, 2026","Uptrend","Jul 27, 2026","533715.23","70.77","8.49","0.12","Moving Down","M2","",,="7/9","<1","false","Swing"
"PENG","Penguin Solutions, Inc. Common Stock","Technology","Information Technology Services","63.8","63.82","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","3815353.4","-179.87","0.17","4.76","Moving Up","M2","",,="9/9","<1","false","Swing"
"PEP","PepsiCo, Inc. Common Stock","Staples","Beverages - Non-Alcoholic","140.79","39.01","Buy","Aug 17, 2026","Neutral","Aug 14, 2026","7871431.57","13.17","4.19","0.12","Moving Up","M2","",,="7/9","<1","false","Swing"
"PFG","Principal Financial Group Inc Common Stock","Financials","Asset Management","113.98","79.44","Sell","Aug 17, 2026","Uptrend","Jul 27, 2026","1426369.07","10.25","0.23","-0.83","Moving Down","M2","",,="7/9","<1","false","Swing"
"PNFP","Pinnacle Financial Partners, Inc. Common stock","Financials","Banks - Regional","108.01","77.87","Sell","Aug 17, 2026","Uptrend","Jul 23, 2026","1171609.23","54.57","2.26","0.81","Moving Down","M2","",,="7/9","<1","false","Swing"
"PPTA","Perpetua Resources Corp. Common Shares","Materials","Other Precious Metals & Mining","25.24","55.52","Sell","Aug 17, 2026","Uptrend","Aug 05, 2026","1155334.2","-24.34","0.32","1.98","Moving Down","M2","",,="6/9","<1","false","Swing"
"PSX","Phillips 66 Common Stock","Energy","Oil & Gas Refining & Marketing","233.61","92.47","Buy","Aug 17, 2026","Uptrend","Jul 07, 2026","2535772.23","56.01","1.37","0.43","Moving Up","M2","",,="9/9","<1","false","Swing"
"RCL","Royal Caribbean Cruises Ltd. Common Stock","Discretionary","Travel Services","305","60.38","Sell","Aug 17, 2026","Uptrend","Jul 28, 2026","2148703.4","218.45","4.9","-1.57","Moving Down","M2","",,="5/9","<1","false","Swing"
"RCMT","RCM Technologies, Inc. Common Stock","Industrials","Conglomerates","35.05","51.84","Buy","Aug 17, 2026","Uptrend","Jun 15, 2026","43408.9","632.86","1.82","21.2","Moving Up","M2","",,="9/9","<1","false","Swing"
"RELY","Remitly Global, Inc. Common Stock","Technology","Software - Infrastructure","26.3","74.39","Buy","Aug 17, 2026","Uptrend","Jun 24, 2026","2943368.5","17.01","2.03","2.65","Moving Up","M2","",,="8/9","<1","false","Swing"
"ROG","Rogers Corporation Common Stock","Technology","Electronic Components","142.91","57.8","Buy","Aug 17, 2026","Uptrend","Aug 13, 2026","245000.03","88.53","26.98","3.78","Moving Up","M2","",,="9/9","<1","false","Swing"
"SAFT","Safety Insurance Group, Inc. Common Stock","Financials","Insurance - Property & Casualty","103.35","97.82","Sell","Aug 17, 2026","Uptrend","Jul 24, 2026","288910.1","-59.81","0.12","-0.22","Moving Down","M2","",,="7/9","<1","false","Swing"
"SFST","Southern First Bancshares, Inc. Common Stock","Financials","Banks - Regional","64.18","64.62","Sell","Aug 17, 2026","Uptrend","Jun 04, 2026","110702.5","66.73","3.76","-0.65","Moving Down","M2","",,="6/9","<1","false","Swing"
"SII","Sprott Inc. Common Shares","Financials","Asset Management","116.77","38.24","Sell","Aug 17, 2026","Uptrend","Aug 07, 2026","182821.63","321.37","2.99","-0.71","Moving Down","M2","",,="7/9","<1","false","Swing"
"SJM","The J.M. Smucker Company Common Stock","Staples","Packaged Foods","121.39","71.58","Buy","Aug 17, 2026","Uptrend","Jul 16, 2026","1353323.97","-98.82","0.06","0.63","Moving Up","M2","",,="8/9","<1","false","Swing"
"SMFG","Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)","Financials","Banks - Diversified","26.32","63.59","Buy","Aug 17, 2026","Uptrend","Apr 28, 2026","1720677.57","50.29","0.47","0.08","Moving Up","M2","",,="9/9","<1","false","Swing"
"SPFI","South Plains Financial, Inc. Common Stock","Financials","Banks - Regional","45.56","59.9","Buy","Aug 17, 2026","Uptrend","Jul 09, 2026","142914.8","8.12","0.37","-0.13","Moving Up","M2","",,="9/9","<1","false","Swing"
"SYY","Sysco Corporation Common Stock","Staples","Food Distribution","82.99","79.95","Sell","Aug 17, 2026","Uptrend","Jun 05, 2026","3384201.87","-28.21","0.02","-0.67","Moving Down","M2","",,="5/9","<1","false","Swing"
"TFIN","Triumph Financial, Inc. Common Stock","Financials","Banks - Regional","78.22","61.02","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","273459.73","103.53","5.95","-0.27","Moving Up","M2","",,="8/9","<1","false","Swing"
"TMO","Thermo Fisher Scientific Inc Common Stock","Health Care","Diagnostics & Research","588.29","83.5","Sell","Aug 17, 2026","Uptrend","Jun 24, 2026","2004572.03","21.76","0.81","-1.28","Moving Down","M2","",,="7/9","<1","false","Swing"
"TXRH","Texas Roadhouse, Inc. Common Stock","Discretionary","Restaurants","207.1","81.85","Sell","Aug 17, 2026","Uptrend","Jun 18, 2026","868555.73","26.54","0.27","0.04","Moving Down","M2","",,="5/9","<1","false","Swing"
"ULTA","Ulta Beauty, Inc. Common Stock","Discretionary","Specialty Retail","510.75","76.5","Sell","Aug 17, 2026","Uptrend","Jul 28, 2026","545575.97","158.87","4.5","-0.93","Moving Down","M2","",,="5/9","<1","false","Swing"
"UMBF","UMB Financial Corporation Common Stock","Financials","Banks - Regional","152.04","66.77","Buy","Aug 17, 2026","Uptrend","Apr 08, 2026","618018.43","53.21","1.08","0.77","Moving Up","M2","",,="9/9","<1","false","Swing"
"VIST","Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value","Energy","Oil & Gas E&P","68.31","50.03","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","894882","-105","0.32","3.2","Moving Up","M2","",,="9/9","<1","false","Swing"
"VLO","Valero Energy Corporation Common Stock","Energy","Oil & Gas Refining & Marketing","341.67","81.75","Buy","Aug 17, 2026","Uptrend","Jun 26, 2026","2683467.03","158.14","1.32","-0.36","Moving Up","M2","",,="9/9","<1","false","Swing"
"WGS","GeneDx Holdings Corp. Class A Common Stock","Health Care","Diagnostics & Research","78.08","63.41","Sell","Aug 17, 2026","Uptrend","Jul 30, 2026","782681.7","-342.87","0.14","-1.35","Moving Down","M2","",,="7/9","<1","false","Swing"
"WMB","Williams Companies, Inc. (The) Common Stock","Energy","Oil & Gas Midstream","75.2","40.82","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","6329901.03","27.15","0.26","2.96","Moving Up","M2","",,="8/9","<1","false","Swing"
"WTW","Willis Towers Watson Public Limited Company Ordinary Shares","Financials","Insurance Brokers","331.59","96.07","Sell","Aug 17, 2026","Uptrend","Jul 01, 2026","583090.23","-62.9","0.15","-0.72","Moving Down","M2","",,="7/9","<1","false","Swing"
"XPO","XPO, Inc. Common Stock","Industrials","Trucking","211.06","43.38","Buy","Aug 17, 2026","Uptrend","Aug 14, 2026","940545.03","118.03","0.5","0","Moving Up","M2","",,="9/9","<1","false","Swing"
"ZETA","Zeta Global Holdings Corp. Class A Common Stock","Technology","Software - Infrastructure","29.05","85.63","Sell","Aug 17, 2026","Uptrend","Jul 28, 2026","9283988.97","-18.58","0.33","-1.92","Moving Down","M2","",,="7/9","<1","false","Swing"
"ADI","Analog Devices, Inc. Common Stock","Technology","Semiconductors","389.39","51.13","Buy","Aug 14, 2026","Uptrend","Aug 14, 2026","3613840.8","172.85","2.13","2.16","Moving Up","M2","",,="9/9","<1","false","Swing"
"AIZ","Assurant, Inc. Common Stock","Financials","Insurance - Property & Casualty","282.38","78.67","Sell","Aug 14, 2026","Uptrend","Apr 15, 2026","354992.5","7.96","0.17","0.52","Moving Down","M2","",,="7/9","<1","false","Swing"
"AKAM","Akamai Technologies, Inc. Common Stock","Technology","Software - Infrastructure","124.99","40.41","Buy","Aug 14, 2026","Uptrend","Aug 13, 2026","3656184.9","5.72","0.35","-0.24","Moving Up","M2","",,="8/9","<1","false","Swing"
"ALK","Alaska Air Group, Inc. Common Stock","Industrials","Airlines","45.96","58.58","Sell","Aug 14, 2026","Downtrend","Aug 14, 2026","2837268.7","-18.81","5.47","-3.24","Moving Down","M2","",,="6/9","<1","false","Swing"
"ALV","Autoliv, Inc. Common Stock","Discretionary","Auto Parts","122.11","72.96","Sell","Aug 14, 2026","Uptrend","Aug 13, 2026","693363.8","-3.93","0.32","0.58","Moving Down","M2","",,="5/9","<1","false","Swing"
"AMG","Affiliated Managers Group, Inc. Common Stock","Financials","Asset Management","374.37","65.21","Sell","Aug 14, 2026","Uptrend","Apr 30, 2026","251196.3","3.99","0.03","1.98","Moving Down","M2","",,="7/9","<1","false","Swing"
"APAM","Artisan Partners Asset Management Inc. Class A Common Stock","Financials","Asset Management","42.18","83.09","Sell","Aug 14, 2026","Uptrend","Jul 10, 2026","904581.73","-33.96","0.19","-1.17","Moving Down","M2","",,="7/9","<1","false","Swing"
"ASX","ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ","Technology","Semiconductors","39.54","62.48","Buy","Aug 14, 2026","Uptrend","Aug 13, 2026","8975352.83","389.34","1.58","-0.25","Moving Up","M2","",,="9/9","<1","false","Swing"
"AX","Axos Financial, Inc. Common Stock","Financials","Banks - Regional","102.16","55.26","Sell","Aug 14, 2026","Uptrend","Jun 22, 2026","344359.1","97.32","4.41","1.34","Moving Down","M2","",,="7/9","<1","false","Swing"
"BLKB","Blackbaud, Inc. Common Stock","Technology","Software - Application","45.25","93.98","Sell","Aug 14, 2026","Uptrend","Jul 24, 2026","672183.3","-78.44","1.79","-2.08","Moving Down","M2","",,="7/9","<1","false","Swing"
"BNT","Brookfield Wealth Solutions Ltd. Class A Exchangeable Limited Voting Shares","Financials","Insurance - Diversified","43.83","51.77","Sell","Aug 14, 2026","Neutral","Aug 14, 2026","17558.7","16.27","0.55","-2.66","Moving Down","M2","",,="5/9","<1","false","Swing"
"BSAC","Banco Santander - Chile ADS","Financials","Banks - Regional","34.55","63.32","Sell","Aug 14, 2026","Uptrend","Jun 26, 2026","290087.63","6.56","0.19","0.79","Moving Down","M2","",,="7/9","<1","false","Swing"
"BWFG","Bankwell Financial Group, Inc. Common Stock","Financials","Banks - Regional","68.13","92.77","Sell","Aug 14, 2026","Uptrend","May 20, 2026","75193.43","127.68","1.86","0.19","Moving Down","M2","",,="7/9","<1","false","Swing"
"CBZ","CBIZ, Inc. Common Stock","Industrials","Specialty Business Services","54.46","93.8","Sell","Aug 14, 2026","Uptrend","Jul 01, 2026","1674644.57","-68.24","0.24","-0.26","Moving Down","M2","",,="6/9","<1","false","Swing"
"CG","The Carlyle Group Inc. Common Stock","Financials","Asset Management","49.28","73.21","Buy","Aug 14, 2026","Uptrend","Jul 30, 2026","3481177.93","163.4","8.12","-4.14","Moving Down","M2","",,="8/9","<1","false","Swing"
"CHCO","City Holding Company Common Stock","Financials","Banks - Regional","147.28","81.95","Sell","Aug 14, 2026","Uptrend","May 22, 2026","128703","1.6","0.03","-0.47","Moving Down","M2","",,="7/9","<1","false","Swing"
"CIEN","Ciena Corporation Common Stock","Technology","Communication Equipment","428.77","56.83","Buy","Aug 14, 2026","Uptrend","Aug 13, 2026","2032338","640.48","1.96","-3.17","Moving Up","M2","",,="9/9","<1","false","Swing"
"COHU","Cohu, Inc. Common Stock","Technology","Semiconductor Equipment & Materials","59.3","54.84","Buy","Aug 14, 2026","Uptrend","Aug 13, 2026","1088151.5","57.64","0.89","1.65","Moving Up","M2","",,="9/9","<1","false","Swing"
